 DÉCADA 2000-2009,,,,,,,,,,,,,,,,,,,,,,,,,
,TITULO,,,,,,,,MENCIÓN DE RESPONSABILIDADES,,,,,,,,,SONIDO,,MÚSICA,,,,,
MXIM-AV-1-12-10,Blanco encalada. La historia sumergida,,,,,Chile,2003,00:50:00,"Sofía Sayago, Samuel Salgado","Rodrigo Terreros, Florencia Doray",,Florencia Doray,,,"Rodrigo Terreros, Pablo Hermosilla, Rolando Yáñez C., Rodrigo Dides, Daniel Evans, Alejandro Peña",,"Florencia Doray, Rolando Yáñez c.",,,Angelo Barlaro,,,,,
MXIM-AV-1-12-11,Carlos,,,,,México,2002,00:50:42,,"Linda Bannik, Diego Gutiérrez, Kees Hin",,,,,,,"Linda Bannik, Diego Gutiérrez, Kees Hin",,,,,,,,Asistente: Jeannine Diego
MXIM-AV-1-12-12,Cerca del olvido,,,,,México,2008,01:01:00,,Luis Mariano Bouchot Mendoza,,"Alfredo Mendoza, Luis Mariano Bouchot, Raúl Gallardo",,,"Jorge Rubio Cazarín, Alfredo Carmona","Jorge Rubio Cazarín, Toto Martínez",Alfredo Mendoza,Ayax Velásquez,"Emile Gutiérrez, Erick Coy",,,,,Moisés Martínez de la Rosa,Intérprete Sahara: Lel Babiya Cheda. Traducción español: Ahmed Mulay Ali Hamadi. Traducción inglés: Thalia Friligos.
MXIM-AV-1-12-13,"10e Chambre, instants d´audiences",The 10th Judicial Court:Judicial Hearings / Sala 10a: instantes de audiencias.,,,,Francia,2004,02:08:00,,Raymond Depardon,,,,,"Fabienne Octobre, Justine Bourgade",,"Simon Jacqet, Lucile Sautarel","Claudine Nougaret, Sophie Chiabaut",Dominique Hennequin,,,,,,"Claude Morice, Jean-Jaques Ortolland, Adrien Roche, Fabienne Octobre, Justine Bourgade, Pascal Massoneau, "
MXIM-AV-1-12-14,Chiapas: la guerra y la paz,,,,,México,2001,00:43:00,"Javier Bañuelos, Edgar Rojano",Jaime Tello,,Elid Pineda,,Enrique Krauze,,,Javier Ramírez,"Gerardo Quiroz, Eduardo Ramírez","Adrana Portillo, Enrique Gill, Carmela Montaño",,,Enrique Krauze,,,
MXIM-AV-1-12-15,Chido mi banda. chido mi barrio,,,,,México,2001,00:18:00,,"Diego Rivera Kohn, Antonio Zirión, Rogelio Sikander y Nohemi González",,,,,Rogelio Sikander y Diego Rivera,,Diego Rivera,,,,Ozomatli y músicos norteños de la Plaza de la Soledad,,,,
MXIM-AV-1-12-16,Abriendo Brecha: trabajo en redes por los derechos de la mujer,,,,,México,2009,00:45:50,Coordinación de investigación: Cuauhtémoc Paz. Investigador de campo: Abirán Hernández.,"Felipe Casanove, Gualberto Díaz",,Felipe Casanova,,,Gualberto Díaz,,Felipe Casanova,,,,,,,,Traducción del náhuatl: Otilio Valencia de la Cruz
MXIM-AV-1-12-17,Ciudad olimpia. El año en que fuimos modernos.,,,,,México,2007,00:33:35,Daniel Inclán,"Daniel Inclán, Carlos Hernández",,Daniel Inclán,,,Carlos Hernández,,"Carlos Hernández, Paris Garcí, Felipe Morales",,,,,Catalina Flores,,,"Colaboración especial: Fernando Aguayo, Lourdes Roca"
MXIM-AV-1-12-18,"Congos, ritmo e devocao",,,,,Brasil,2009,00:15:02,"Áurea Pinheiro, Cássia Moura","Áurea Pinheiro, Cássia Moura",,,,,Mário Platao,,Mário Platao,Mário Platao,Alexandre Jr.,,,,,,
MXIM-AV-1-12-19,Conservación álbumes fotográficos,,,,,"Santiago, Chile",2001 - 2002,00:16:30,,URCOM,,,,,,,,,,,,,,,
MXIM-AV-1-12-20,Corazón de fábrica,Coracao de fabrica,,,,Argentina,2008,01:31:33,"Virna Molina, Ernesto Ardito","Virna Molina, Ernesto Ardito",,"Virna Molina, Ernesto Ardito",,,"Virna Molina, Ernesto Ardito",,"Virna Molina, Ernesto Ardito",Guillermo Kohen,,"Virna Molina, Ernesto Ardito",,,,,
MXIM-AV-1-12-21,Creación audiovisual. Documental comunitario,,,,Vol. 2 disco 1.  Identidades y entornos comunitarios,México,2009,31:33:00,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-22,¡Viva México!,,,,,México,2009,02:00:00,,Nicolás Défossé,,,,,"Nicolás Défossé, Carlos Pérez Rojas",Adolfo López Magaña,Nicolás Défosse,"Nicolás Défossé, Carlos Pérez Rojas","Gabriel Coll Barberis, Adolfo Hernández Santisteban",,,,,Vincent Défossé,
MXIM-AV-1-12-23,De dolor y esperanza. El asilo un pasado presente,,,,,México,2002,01:00:00,"SILVIA DUTRÉINT B., GUADALUPE RODRÍGUEZ DE ITA","SILVIA DUTRÉINT B., CARLOS HERNÁNDEZ M., GUADALUPE RODRÍGUEZ DE ITA",,"SILVIA DUTRÉINT B., GUADALUPE RODRÍGUEZ DE ITA, ANA BURIANO C.",,,"CARLOS HERNÁNDEZ, PARÍS GARCÍA, SILVIA DUTRÉINT, ",,,,,,,MÓNICA DUTRÉINT B.,,,"ASISTENTES DE REALIZACIÓN: ARACELI LEAL, PARIS GARCÍA, FELIPE MORALES. ASISTENTE DE GUIÓN: ARACELI LEAL"
MXIM-AV-1-12-24,De Duchamp au Pop Art,De Duchamp al arte pop,,,,France,2001,01:33:35,,Alain Jaubert,,,,,,,"Didier Coudray, Jacqueline Brossard",,,,,,,,"Asistentes: Marie-Nöele Gibiat, Nadine Massaro"
MXIM-AV-1-12-25,"De la tinta a la imagen, Memorias y tradiciones de mi ciudad",,,,,México,2008,00:34:00,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-26,De la tele a la boca… una reflexión sobre desarrollo infantil y salud,,,,,México,2008,00:53:00,"Fernando Aguayo, Carlos Hernández, Felipe Morales Leal, Paris García, Guadalupe López, Daniel Inclán y Lourdes Roca","Carlos Hernández, Felipe Morales Leal y Lourdes Roca",,"Carlos Hernández, Felipe Morales Leal y Lourdes Roca",,,"Carlos Hernández, Paris García, Felipe Morales Leal y Lourdes Roca",,"Carlos Hernández, Felipe Morales Leal y Lourdes Roca",,,,,,,,
MXIM-AV-1-12-27,De nadie,No one,,,,México,2005,01:22:20,"Lizzette Argüello, Iliana Martínez",Tin Dirdamal,,,,,"Sofía Ortega, Luis Moreno O., Jorge Rodríguez","Kari Jalonen, Luis Arruti",José Torres,Héctor Cadena,,Alfonso M. Riubal,,,,Oscar Treviño,
MXIM-AV-1-12-28,O arquitecto e a cidade velha,The architect and the old city,,,,"Portugal, Francia",2001,01:12:00,,Catarina Alves Costa,,,,,"Catarina Alves Costa, Joao Ribeiro",,"Dominique Paris, Pedro Duarte",Olivier Blanc,,,,,,,
MXIM-AV-1-12-29,Deux films d´Agnes Varda,,,,,Francia,2002,02:23:33,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-30,The filth and the fury. A sex pistols film,,,,,Inglaterra,2000,1:43:00,,Julien Temple,,,,,,,Niven Howie,,,,,,,"The Farm, Soho Square",
MXIM-AV-1-12-31,"Diosa en el silencio azul. Isla Guadalupe, santuario del tiburon blanco.",,,,,México,2006,00:33:23,, Romeo Saldívar,,Mario Jaime,,, Romeo Saldívar,Craig Reed,,,,,,"Alejandra Carmona, Mario Jaime","Karen Oceguera, Jorge Luis López Velázquez",,
MXIM-AV-1-12-32,Obras documentais de Alain Resnais,,,,,Potugal,2008,00:53:00,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-33,Documentales de Teatro mexicano,,,,,México,2005,0:34:00,,Eugenio Cobo,,,,,,,,,,,,,,,
MXIM-AV-1-12-34,El alma de los verdugos,,,,,España,2007,01:55:38,,"Baltasar Garzón, Vicente Romero",,Vicente Romero,,,Jesús Mata,,"Fernando Anel, Alejandro Cid, Javier Mula","Carlos Dias Olivan, Mariano Rosendi",Senén Feito,Yann Diez,,,,,
MXIM-AV-1-12-35,El arenal,,,,,Chile,2008,00:54:18,Investigación sociológica: Rosa Acevedo. Investigación cultural: Ana Pizarro.,,Sebastián Sepúlveda,Sebastián Sepúlveda,,,Sebastián Sepúlveda,,Sebastián Sepúlveda,"Kriso Santána, Rubén Acevedo, Di´pgenes Leal, Claudio Castro",Roberto Espinoza,,,,,,
MXIM-AV-1-12-36,El arte de hacer ciudad,,,,,México,2000,01:22:00,"Graciela de Garay. Investigación gráfica: Isis Saavedra, Arturo Tekayehuatzin Pérez, Blanca Álvarez","Graciela de Garay, Carlos Hernández Marines, Paris García Becerril, Felipe Morales Leal",,,,,"Carlos Hernádez Marines, Paris García Becerril, Felipe morales Leal, Graciela de Garay",,,,,,,Knut Pani,,"Gustavo Casillas Lavín, Luis Enrique Cano, María Luisa Pérez, Mayté de Orbe",SERVICIO SOCIAL: MARÍA LUISA BUENO
MXIM-AV-1-12-37,El cielo gira,,,,,España,2004,01:45:40,,,Mercedes Álvarez,"Mercedes Álvarez, Arturo Redín",,,Alberto Rodríguez,,"Sol López, Guadalupe Pérez","Aurelio Martínez, Amanda Villavieja",Aurelio Martínez,,,,,,
MXIM-AV-1-12-38,El ciruelo. La desaparición de un pueblo bajo las aguas,,,,,México,2008,01:10:00,,,"Carlos Rossini, Emiliano Altuna","Carlos Rossini, Emiliano Altuna",,,"Lauracarmen Magaña, C. Rossini, E. Altuna",,"Pedro G. García, C. Rossini, E. Altuna",,,,Daniel Hidalgo,,,,
MXIM-AV-1-12-39,El desafío indígena: la marcha zapatista,,,,,México,2001,00:52:00,,Karl Lenin González,Inti Cordera,,,,"Cuitláhuac Corona, Karl Lenin González, Galileo Galaz, Inti Cordera, Alfonso L. Morás","Galileo Galaz, Fabiola Schmill","Alfonso L. Morás, Inti Cordera, Karl Lenin González",,,,Diego Benlliure,,,,
MXIM-AV-1-12-40,El memorial del 68,,,,,México,2008,0:34:20,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-41,El món dels pioners 1906-1913,,,,,España,2000,00:30:07,"Dolors García, Pep Masias",Josep Oller,Dirección editorial: Josep Oller,Miquel Porter,,,Cisco Portabella,,Albert Cortés,,,Joan Pineda,Estudios Iguana,Jordi Varela,,,
MXIM-AV-1-12-42,El otro muro,,,,,Francia,2004,01:36:00,,,Simone Bitton,Simone Bitton,,,Jacques Bouquin,,Catherine Poitevin-Meyer y Jean-Michel Perez,Jean- Claude Brisson,,,,,,,Asistente de dirección: Rachel Leah Jones
MXIM-AV-1-12-43,Viva San Jerónimo. Coatepec: Memoria y Tradición,,,,,"Coatepec, Veracruz, México",2000,00:58:00,,"José Antonio Nava, Rosa Adela López Zuckermann",,"Marco Aurelio Ramirez, Fernando A. Miranda,  José Antonio Nava",,,Ricardo Tuma,,"Alvaro Olmedo, Alejandro Trujillo",,,,,,,,Asistente de Fotografía: Héctor Tapia
MXIM-AV-1-12-44,El Rey,,,,,México,2002,00:35:55,,"Yael Bartana, Diego Gutiérrez",,,,,,,"Yael Bartana, Diego Gutiérrez",,,,,,,,Asistente: Jeannine Diego
MXIM-AV-1-12-45,Voces de la Guerrero,,,,,México,2004,00:54:00,,"Adrian Arce, Diego Rivera, Antonio Zirión y la banda callejera de la Guerrero",,,,,"Adrian Arce, Antonio Zirión",Antonio Zirión,"Adrian Arce, Diego Rivera, Antonio Zirión",,"Miguel Angel Cañizo, Anariak audio studio",,,,,,
MXIM-AV-1-12-46,El triángulo de Tacubaya,,,,,México,2005,00:48:00,Felipe Morales Leal,Felipe Morales Leal,,Felipe Morales Leal,,,"Carlos Hernández Marines, Paris García Becerril, Felipe Morales Leal","Gerardo Cordero, París García, Felipe Morales ","Carlos Hernández Marines, Paris García Becerril, Felipe Morales Leal",,,Paris García Becerril,,Alejandra López,,,
MXIM-AV-1-12-47,Historia del racismo,,,La historia del racismo: destino final,Capítulo 3,Inglaterra,2008 (año en el que se grabó del canal 22),01:03:00,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-48,El yalalteco nunca se acaba,Antropovisiones,,,,México,2001,00:27:00,María Bertely,"Alejandro Aguilar, Victoria Novelo",,Victoria Novelo,,,"Pedro Castillo, Hugo Diaz",,Pepe Olguín,,,,,,,,Asistente: Jessica Aguilar
MXIM-AV-1-12-49,Voladora,,,,,México,2008,00:10:26,,Chloe Campero,,,,,Ricardo Benet,,"Lázaro Olmedo, Ricardo Benet",,,,,,,,
MXIM-AV-1-12-50,En el hoyo,In the pit,,,,México,2006,01:23:00,,Juan Rulfo,,,,,Juan Rulfo. Fotografía aérea: Eric Goethals,Ana Lorena Ochoa,Valentina Leduc,"Natalia Bruschtein, Mauricio Santos, Jesús Sánchez","Valentina Leduc, Samuel Larson",Leonardo Heiblum,,,,Mark Zepeda,
MXIM-AV-1-12-51,En torno al caso de Rosalie Evans,,,,,México,2004,01:00:00,,John Mraz,,,,,Jack Lach,,Leopoldo Best,Pablo Lach Lau,,,,"Eli Bartra, Mary Goldsmith, John Mraz",,,"Tomothy Henderson, David La France, Rogelio Sánchez López, Roberto Vélez Pliego"
MXIM-AV-1-12-52,"Entre memoria e identidad, Testimonios de descendientes de inmigrantes franceses en México",,,,,México,2009,00:24:00,,Javier Pérez Siller,,,,,Javier Pérez Siller,,Antonio Meave,,,,,,,,
MXIM-AV-1-12-53,Estadio Nacional,,,,,Chile,2002,01:30:00,,Carmen Luz Parot,,,,,"Ricardo Carrillo, Patricio Díaz, Carmen Luz  Parot",,"Marcelo Jiménez, Yoko Vidal, Coté Concha, Eduardo Baeza","Christian Matus, Boris Herrera, Christian Larrea, Mario Puerto",Christian Freund,,,,,,
MXIM-AV-1-12-54,Estudio histórico demográfico de la migración judía a México 1900-1950,,,,,México,2005,,,,"Bella, Attie Sutton, Sofía Betech Tawil, Gloria Carreño, David Placencia Bogarin",,,,,,,,,,,,,,
MXIM-AV-1-12-55,"Ethnologie, Antología de cortos de la Enciclopedia Cinematográfica del Institut für den Wissenschaftlichen Film Göttingen",,,,,Alemania,2000,00:11:00,,Beate Engelbrecht,,,,,,,,,,,,,,,
MXIM-AV-1-12-55-3,Zentralsdudan: Austritt des Sultans von Korbo.,,,,,,,00:01:08,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-56,Etre et avoir,Ser y tener,,,,Francia,2002,01:44:00,,Nicolas Philibert,,,,,"Katell Djiani, Laurent Didier",,,,,,Phillippe Hersant,,,,
MXIM-AV-1-12-57,"Exotic Europe, Journeys into early cinema",,,,,Alemania/Holanda/Inglaterra,2000,01:58:00,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-58,Fahrenheit 9/11,,,,,Estados Unidos,2004,02:02:00,"Michael Moore, David Schankula, Investigación de archivo: Salimah El- Amin, Lewanne Jones, Eric Weinrib",Michael Moore,Michael Moore,Michael Moore,,,Mike Desjarlais,,"Rebecca Richman Cohen, Kurt Engfehr, Christopher Seward, T. Wood Richman",Francisco Latorre,,Jeff Gibbs,,,,"Digital Colorist, Walter Lefter","Productor de línea: Mónica Hampton, Subtitulaje: Alfredo Guzna."
MXIM-AV-1-12-59,Farmingville,,,,,Estados Unidos,2004,01:19:00,,"Carlos Sandoval, Catherine Tambini",,Carlos Sandoval,,,"Catherine Tambini, Karola Ritter",,"John Bloomgarden, Mary Manhardt","Peter Miller, John Zecca",,Steven Schoenberg,,,,"John Bloomgarden, Monica Brand",
MXIM-AV-1-12-60,"Food, inc.",,,,,Estados Unidos,2008,01:33:30,,Robert Kenner,,,,,Richard Pearce,,Kim Roberts,,,Marc Adler,,,,,
MXIM-AV-1-12-61,Fraude México 2006,,,,,Mexico,2007,01:50:00,Luis Mandoki,,Luis Mandoki,"Mariana Rodríguez, Mile Walkmand, María Benia, Yoame Escamilla",,,"Juan Carlos Lazo, Esteban Arrangoiz y Yoame Escamilla",,"Mariana Rodríguez, Mile Walkmand, María Benia, Yoame Escamilla",Pablo Lash,,Juan Sebastián Lash,,,,,Diseño sonoro: Pablo Lash
MXIM-AV-1-12-62,Cavallo entre rejas,Cavallo behind bars,,,,"México, Argentina, España",2006,00:50:00,"Victoria Ginzberg, Shula Eremberg","Shula Eremberg, Laura Imperiale, María Inés Roqué ",,,,,"Hugo Kovensky (Argentina), Alberto Anaya Adalid (México), Andrés Silvart (España) ",,"Natalia Bruschtein, Silvia Tort",,Federico Schmucler,"Rodrigo Garibay, Matías Barberis",,,,,
MXIM-AV-1-12-63,Artes y oficios mexicanos,,,Antropovisiones,,México,2000,00:27:00,Victoria Novelo,,Mario Hernádez Barreda,Silvia  Arellano Beltrán,,,Mario Hernádez Barreda,Bogar Rodríguez López,Mario Hernádez Barreda,,,Carlos Lupe  Méndez,,,,Oscar Zúñiga Carrasco,
MXIM-AV-1-12-64,"Halcones, terrorismo de Estado",,,,,México,2006,01:10:37,"Carlos Mendoza, Jesús Martín del Campo, Paola Amaro, Leyda Martínez, Nancy Ventura, Gabriela Ávila, Edmundo Martín del Campo ",Carlos Mendoza ,,Carlos Mendoza ,,,Marío Viveros,,"Mario Viveros, Roberto Vázquez",,,Gus Reyes,,Bernardo Ezeta,,Roberto Vázquez,
MXIM-AV-1-12-65,Hartos Evos aquí hay. Los cocaleros del Chapare,,,,,Colombia,2006,00:50:36,Manuel Ruiz Montealegre,"Manuel Ruiz Montealegre, Héctor Ulloque Franco",,,,,Héctor Ulloque Franco,,Héctor Ulloque Franco,Wilson Whisky Pavón ,Sebastien Blanchard,"Camilo Sanabria, Violeta Cruz Gómez",,,,,
MXIM-AV-1-12-66,Hernando,,,,,México,2002,00:38:20,,Diego Gutiérrez y Kees Hin,,,,,,,Diego Gutiérrez y Kees Hin,,,,,,,,Asistente: Jeannine Diego
MXIM-AV-1-12-67,H.I.J.O.S. El alma en dos,,,,,Argentina,2005,01:18:00,,"Carmen Guarani, Marcelo Céspedes",,,,,"Carmen Guarini, Segundo Cerrato",Lucila Quieto,"Alejandra Almiron, Carmen Guarini","Alejandro Alonso, Cote Alvarez",Gaspar Scheuer,,,,,,
MXIM-AV-1-12-68,Historias cruzadas,,,,,Brasil,2007,00:54:16,,Alice de Andrade,,,,,"Mourad Chefal, Julio Taubkin, Katia Coelho, María de Andrade",,Alice de Andrade,"Greaciela Barrault, Alberto Crespo, Karla Holanda ",,Chico Buarque,,,,,
MXIM-AV-1-12-69,"Historia de la TV mexicana, El gran invento",,,,,México,2001,00:44:00,Angélica Cortázar.,Luis Lupone,,"Gustavo García, Luis Lupone",,Enrique Krauze,,,,"Juan Amézaga, Alejandro Herrera","Adriana Portillo, Pablo Ramos, Norberto Velasco",,,Roberto Sosa López,,,
MXIM-AV-1-12-70,Historia de la TV mexicana 2. La vocación de entretener,,,,,México,2001,00:44:00,,Gloria Ribé,,"Gustavo García, Gloria Ribé",,Enrique Krauze,,,,"Juan Amézaga, Alejandro Herrera","Adriana Portillo, Pablo Ramos, Norberto Velasco",,,Roberto Sosa López,,,
MXIM-AV-1-12-71,Historia de la TV mexicana 3. Dando la noticia,,,,,México,2001,00:44:00,,Juan Francisco  Urrusti ,,"Gustavo García, Olivia Pineda",,Enrique Krauze,,,"Ricardo Batalla, Miguel Espino, Oscar Muñoz, Roberto Padilla, Martín Velázquez","Juan Amézaga, Alejandro Herrera","Adriana Portillo, Pablo Ramos, Norberto Velasco",,,Roberto Sosa López,,,
MXIM-AV-1-12-72,Historia de la TV mexicana 4. Ernesto Alonso: el señor telenovela,,,,,México,2001,00:39:00,Bengurion Estrada,Arturo Pérez Velasco,,Olga Cáceres,,Enrique Krauze,,,"Salvador  Velasco, Oscar Hernández","Juan Amézaga, Alejandro Herrera","Adriana Portillo, Pablo Ramos, Norberto Velasco",,,Fernanda Tapia,,,
MXIM-AV-1-12-73,Historia de la TV mexicana 5. Soñar en telenovela,,,,,México,2001,00:42:00,,Federico Weingartshofer,,"Gustavo  García, Georgina Hernández, Olivia Pineda",,Enrique Krauze,,,,"Juan Amézaga, Alejandro Herrera","Adriana Portillo, Pablo Ramos, Norberto Velasco",,,Fernanda Tapia,,,
MXIM-AV-1-12-74,Historia de la TV mexicana 6. La imaginación televisiva,,,,,México,2001,00:45:20,Angélica Cortázar.,Luis Lupone,,"Gustavo García, Luis Lupone",,Enrique Krauze,,,"Ricardo Batalla, Miguel Espino, Oscar Muñoz, Roberto Padilla, Martín Velázquez","Juan Amézaga, Alejandro Herrera","Adriana Portillo, Pablo Ramos, Norberto Velasco",,,Roberto Sosa López,,,
MXIM-AV-1-12-75,Historia del rock mexicano I. Yo no era reberlde: Rock mexicano 1957-1970,,,,,México,2000,00:45:20,Shanti Lesur,Rafael Montero,,Oscar Sarquiz,,Enrique Krauze,,,Rodolfo Montenegro,,"Adriana Portillo, Pablo Ramos, Norberto Velasco",Luis Guzmán,,Oscar Sarquiz,,,
MXIM-AV-1-12-76,Historia del rock mexicano II. La célula que explota: rock mexicano 1970-1999,,,,,México,2000,00:45:20,Shanti Lesur,Rafael Montero,,Oscar Sarquiz,,Enrique Krauze,,,Rodolfo Montenegro,,"Adriana Portillo, Pablo Ramos, Norberto Velasco",Luis Guzmán,,Oscar Sarquiz,,,
MXIM-AV-1-12-77,Historia del seguro social,,,,,México,2003,00:43:00,Lucía Beltrán,Mario Diez de Urdanivia,,Lucía Beltrán,,Enrique Krauze,"Emmanuel Tacamba, David Zamora, ",,"Oscar Hernández, Marco antonio Hernández, ",,"Gerardo Quiroz, Edurado Ramírez, Israel López",Luis Guzmán,,Javier Aranda,,,
MXIM-AV-1-12-78,Lo mejor de la Revolución Mexicana,,,Grandes series,,México,Edición 2008,04:00:00,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-79,Camaristas. Autorretratos indígenas,,,Antropovisiones,,México,2001,00:27:00,,Andrés Villa,,Andrés Villa,,,,,Andrés Villa,Mario Hernández,,,"Davide Nicolini, Ajax Isais",,,Oscar Zúñiga,
MXIM-AV-1-12-80,Jorge,,,Seis documentales y una película acerca de la Ciudad de México,,México,2002,00:53:00,,"Joris Brouwers, Patricio Larrambebere, Jorge Luis Pérez, Diego Gutiérrez",,,,,,,"Joris Brouwers, Patricio Larrambebere, Jorge Luis Pérez, Diego Gutiérrez",,,,,,,,Asistente: Jeannine Diego
MXIM-AV-1-12-81,10 de junio. Crimen de Estado,,,,,México,2003,00:21:04,"Comité 68, Pro Libertades Democráticas A.C",Carolina Verduzco Ríos,Oscar Menéndez,Carolina Verduzco Ríos,,,,"Fotografías de Armando Salgado, Enrique Bordes Mangel, Héctor García, Hemanos Mayo, Odile Heregmidth, Juan Gabriel Moreno, Rodrigo Moya, Roberto Sánchez Martínez, Pablo Ceciliano, José Nuñez","Colectivo Perfil Urbzno, comunicación para la libertad A.C",,,,,Margarita Castillo,,,"Animación: Pablo y Ari Viadas, diagramas que ilustran la preparción del operativo se basan en el libro ""Operación 10 de junio"",  de periodísta Genaro Valdés, imágenes de video marcha 10 junio 1994, colectivo perfil Urbano A.C, "
MXIM-AV-1-12-82,"Justicia, protesta por los asesinatos de mujeres en Ciudad Juárez",,,,,México,2002,00:05:47,,"Elisa Lipkau, Fernando Llanos",,,,,,,"Elisa Lipkau, Fernando Llanos",,,,,,,,
MXIM-AV-1-12-83,"Km. C-62, un nómada del riel",,,,,MEXICO,2000,01:25:00,LOURDES ROCA,LOURDES ROCA,,JACINTO TEJEDOR Y LOURDES ROCA,,,CARLOS HERNÁNDEZ,,"CARLOS HERNÁNDEZ, PARIS GARCÍA, FELIPE MORALES Y LOURDES ROCA",,,La Línea C por Cruz H. Mejía,,,,"PARIS GARCIA, FELIPE MORALES","Asistentes de producción y realización: Carlos Hernández Marinez, Paris García, Felipe Morales Leal, Asistentes de Fotografía:  PARÍS GARCÍA, LOURDES ROCA, Felipe Morales Leal"
MXIM-AV-1-12-84,La palabra desenterrada,,,,,Canadá,2001,01:14:00,,Mary Ellen Davis,,,,,Guillermo Escalón,Daniel Hernández-Salazar,"Sol Millán, Michel Giroux",,,,,,,Payam Montazami,"Testimonio: Mateo Pablo. Sarah Baillargeon, Gabriela Santos, Cristóbal Urbina"
MXIM-AV-1-12-85," Lacandona, medio siglo de sueños",,,,,México,2001,00:28:00,Jan De Vos,Andrés Villa,,"Andrés Villa, Victoria Novelo",,,,,,Mario Hernández,,,"Ajax Isais, Davide Nicolini",,,,
MXIM-AV-1-12-86,La condición humana de las mujeres,,,,,México,2003,00:29:30,,Angélica Ley,,,,,"Pilar López, Víctor Manuel Méndez",,"Victor Manuel Méndez, Luis Ayhllón",,,,,,,,
