DÉCADA 2000-2009,,,,,
,,,,,
Código de referencia,Titulo propio,Notas del archivero,Datos del archivero,Reglas o normas,Fecha de descripción
MXIM-AV-1-12-213,Análisis cinematográfico: Una introducción,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-05-29
MXIM-AV-1-12-214,Documentales y cortometrajes de  Werner Herzog (Antología),http://www.avalon.me/  http://www.wernerherzog.com/102.html,Úrsula Mares,Adaptación de la norma ISAD (G),2013-03-06
MXIM-AV-1-12-215,Etienne Samain de um caminho a outro,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-02-21
MXIM-AV-1-12-216,Giséle Omindarewa,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-02-21
MXIM-AV-1-12-217,Berlin: Die Sinfonie der Großstadt (Berlín: Sinfonia de una ciudad),,,Adaptación de la norma ISAD (G),0000-00-00
MXIM-AV-1-12-218,Onces,,Úrsula Mares,Adaptación de la norma ISAD (G),2012-09-05
MXIM-AV-1-12-219,Granito de arena,,Úrsula Mares,Adaptación de la norma ISAD (G),2012-09-06
MXIM-AV-1-12-220,Un poquito de tanta verdad,,Úrsula Mares,Adaptación de la norma ISAD (G),2012-09-07
MXIM-AV-1-12-221,El inmortal,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-05-30
MXIM-AV-1-12-222,Sweet crude,,Úrsula Mares,Adaptación de la norma ISAD (G),2012-09-07
MXIM-AV-1-12-223,La cuenca del Río Tepalcatepec,,Úrsula Mares,Adaptación de la norma ISAD (G),2012-09-10
MXIM-AV-1-12-224,Historias arqueológicas del Bajío Zaragoza,,Úrsula Mares,Adaptación de la norma ISAD (G),2012-09-10
MXIM-AV-1-12-225,"Oficio de paciencia, la tradición del queso Cotija",,Úrsula Mares,Adaptación de la norma ISAD (G),2012-09-10
MXIM-AV-1-12-226,"Curutarán, reserva patrimonial",,Úrsula Mares,Adaptación de la norma ISAD (G),2012-09-11
MXIM-AV-1-12-227,Nacional  206,,Úrsula Mares,Adaptación de la norma ISAD (G),2012-10-04
MXIM-AV-1-12-228,El paraíso de Hafner,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-05-30
MXIM-AV-1-12-229,School Scapes: scenes from a school in South India,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-04-09
MXIM-AV-1-12-230,Memorias en la vía,,Úrsula Mares,Adaptación de la norma ISAD (G),2012-10-18
MXIM-AV-1-12-231,"Mexicanerías, La construcción del méxico tipico",,Úrsula Mares,Adaptación de la norma ISAD (G),2012-11-01
MXIM-AV-1-12-232,Senderos,,Úrsula Mares,Adaptación de la norma ISAD (G),2012-11-01
MXIM-AV-1-12-233,Formas de habitar en una urbanización no regulada,,Úrsula Mares,Adaptación de la norma ISAD (G),2012-11-01
MXIM-AV-1-12-234,"Terremoto en Colima, enero de 2003",,Úrsula Mares,Adaptación de la norma ISAD (G),2012-11-01
MXIM-AV-1-12-235,Acuarelas del mundo maya,,Úrsula Mares,Adaptación de la norma ISAD (G),2012-11-01
MXIM-AV-1-12-236,Extrayendo y llevando agua a casa,,Úrsula Mares,Adaptación de la norma ISAD (G),2012-11-01
MXIM-AV-1-12-237,La vida cotidiana de los migrantes en méxico y en los Estados Unidos,,Úrsula Mares,Adaptación de la norma ISAD (G),2012-11-01
MXIM-AV-1-12-238,Historia Argentina 1973-1976,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-06-19
MXIM-AV-1-12-239,Historia Argentina 1976-1978,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-06-20
MXIM-AV-1-12-240,Historia Argentina 1978-1983,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-06-24
MXIM-AV-1-12-241,"El Salitre, esbozo de una historia en fuga",,Úrsula Mares,Adaptación de la norma ISAD (G),2012-11-15
MXIM-AV-1-12-242,Film ist.(7-12),,,Adaptación de la norma ISAD (G),0000-00-00
MXIM-AV-1-12-243,Señorita extraviada,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-04-10
MXIM-AV-1-12-244,De aquí soy: Historias de unidad habitacional,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-02-18
MXIM-AV-1-12-245,La Merced a través de la mirada de sus mujeres,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-03-15
MXIM-AV-1-12-246,La clase media juvenil ¿la era de las marcas?,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-03-15
MXIM-AV-1-12-247,Ritual de la tocada: 30 años de punk en el Ajusco y Jalalpa,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-03-15
MXIM-AV-1-12-248,Hasta aquí llegó el Mal…verde,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-03-15
MXIM-AV-1-12-249,¡San Juditas… power!,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-03-15
MXIM-AV-1-12-250,Pulkatas,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-03-15
MXIM-AV-1-12-251,Culhuacán de lo rural a lo urbano,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-03-15
MXIM-AV-1-12-252,Con suerte… volveremos,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-03-15
MXIM-AV-1-12-253,"El juego de rol, vidas alternas",,Úrsula Mares,Adaptación de la norma ISAD (G),2013-03-15
MXIM-AV-1-12-254,Información ¿Derecho y obligación?,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-03-15
MXIM-AV-1-12-255,"Campamento 2 de octubre, nuestra casa o nuestra tumba",,Úrsula Mares,Adaptación de la norma ISAD (G),2013-02-27
MXIM-AV-1-12-256,Nemi Zapata: historia oral del movimiento zapatista en Milpa Alta,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-02-27
MXIM-AV-1-12-257,Antes que nos olviden,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-02-27
MXIM-AV-1-12-258,Miradas jóvenes. Memorias de mi pueblo,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-02-27
MXIM-AV-1-12-259,Les glaneurs et la glaneuse,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-04-25
MXIM-AV-1-12-260,Les glaneurs et la glaneuse: Deux ans après,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-04-25
MXIM-AV-1-12-261,El milagro mexicano,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-07-03
MXIM-AV-1-12-262,Viva la discrepancia,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-07-03
MXIM-AV-1-12-263,Todo tiene un límite,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-07-03
MXIM-AV-1-12-264,"Tlatelolco, 2 de octubre",,Úrsula Mares,Adaptación de la norma ISAD (G),2013-07-04
MXIM-AV-1-12-265,El canto del cisne,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-07-04
MXIM-AV-1-12-266,The lost doll…,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-04-17
MXIM-AV-1-12-267,Private,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-04-17
MXIM-AV-1-12-268,Punk!,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-04-17
MXIM-AV-1-12-269,The tenderloin just another hood,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-04-17
MXIM-AV-1-12-270,Table for Thu,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-04-17
MXIM-AV-1-12-271,Point… we´re not aliens,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-04-17
MXIM-AV-1-12-272,Just deal wit it,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-04-18
MXIM-AV-1-12-273,The seven of us,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-04-18
MXIM-AV-1-12-274,Express Lane,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-04-18
MXIM-AV-1-12-275,Get off your koot!,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-04-18
MXIM-AV-1-12-276,TLXmas,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-04-18
MXIM-AV-1-12-277,TL Style,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-04-18
MXIM-AV-1-12-278,School daze,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-04-18
MXIM-AV-1-12-279,Freedom on the block?,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-04-18
MXIM-AV-1-12-280,Who I become,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-04-17
MXIM-AV-1-12-281,Homegirls can have fun too!,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-04-17
MXIM-AV-1-12-282,Compromiso cumplido,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-08-28
MXIM-AV-1-12-283,O sitio de Castelo Velho,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-08-28
MXIM-AV-1-12-284,A seda é un mistério,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-08-29
MXIM-AV-1-12-285,Thrilla in Manila,,,Adaptación de la norma ISAD (G),0000-00-00
MXIM-AV-1-12-286,Capturando a los Friedmans,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-08-29
MXIM-AV-1-12-287,Audiovisuales de los Caracoles Zapatistas,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-09-02
MXIM-AV-1-12-288,The life of the women in resistance,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-09-02
MXIM-AV-1-12-289,Xulum´Chon Weavers in resistence from the highlands,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-09-02
MXIM-AV-1-12-290,Women´s hamdicraft cooperative for dignity,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-09-02
MXIM-AV-1-12-291,Paisajes transformados,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-09-24
MXIM-AV-1-12-292,El  olvido,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-09-24
MXIM-AV-1-12-293,Para siempre,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-09-29
MXIM-AV-1-12-294,Raymundo,,,Adaptación de la norma ISAD (G),0000-00-00
MXIM-AV-1-12-295,Mundo de niños,,,Adaptación de la norma ISAD (G),0000-00-00
MXIM-AV-1-12-296,Practica e maestria,,,Adaptación de la norma ISAD (G),0000-00-00
MXIM-AV-1-12-297,Profils paysans,,,Adaptación de la norma ISAD (G),0000-00-00
MXIM-AV-1-12-298,Imágenes de una dictadura,,,Adaptación de la norma ISAD (G),0000-00-00
MXIM-AV-1-12-299,"Barrón, el hilo de la memoria",,Úrsula Mares,Adaptación de la norma ISAD (G),2013-11-08
MXIM-AV-1-12-300,Ventana del alma,,,Adaptación de la norma ISAD (G),0000-00-00
MXIM-AV-1-12-301,La bella o la bestia,,,Adaptación de la norma ISAD (G),0000-00-00
MXIM-AV-1-12-302,La catedral sumergida,,,Adaptación de la norma ISAD (G),0000-00-00
MXIM-AV-1-12-303,Exergo,,,Adaptación de la norma ISAD (G),0000-00-00
MXIM-AV-1-12-304,Destino M6,,,Adaptación de la norma ISAD (G),0000-00-00
MXIM-AV-1-12-305,Ella trabaja,,,Adaptación de la norma ISAD (G),0000-00-00
MXIM-AV-1-12-306,El fin de nuestros afanes,,,Adaptación de la norma ISAD (G),0000-00-00
MXIM-AV-1-12-307,Guanabo 23,,,Adaptación de la norma ISAD (G),0000-00-00
MXIM-AV-1-12-308,Zona de silencio,,,Adaptación de la norma ISAD (G),0000-00-00
MXIM-AV-1-12-309,Reconstruyendo al héroe,,,Adaptación de la norma ISAD (G),0000-00-00
MXIM-AV-1-12-310,La guerra de las canícas,,,Adaptación de la norma ISAD (G),0000-00-00
MXIM-AV-1-12-311,El grito,,,Adaptación de la norma ISAD (G),0000-00-00
MXIM-AV-1-12-312,Las flores feas,,,Adaptación de la norma ISAD (G),0000-00-00
MXIM-AV-1-12-313,Japibeibituyu,,,Adaptación de la norma ISAD (G),0000-00-00
MXIM-AV-1-12-314,Pucha vida,,,Adaptación de la norma ISAD (G),0000-00-00
MXIM-AV-1-12-315,Cablefaction,,,Adaptación de la norma ISAD (G),0000-00-00
MXIM-AV-1-12-316,El propietario,,,Adaptación de la norma ISAD (G),0000-00-00
MXIM-AV-1-12-317,Cómo construir u barco,,,Adaptación de la norma ISAD (G),0000-00-00
MXIM-AV-1-12-318,Patria,,,Adaptación de la norma ISAD (G),0000-00-00
MXIM-AV-1-12-319,Extravío,,,Adaptación de la norma ISAD (G),0000-00-00
MXIM-AV-1-12-320,13000,,,Adaptación de la norma ISAD (G),0000-00-00
MXIM-AV-1-12-321,Te quiero mucho,,,Adaptación de la norma ISAD (G),0000-00-00
MXIM-AV-1-12-322,El patio de mi casa,,,Adaptación de la norma ISAD (G),0000-00-00
MXIM-AV-1-12-323,Tierra roja,,,Adaptación de la norma ISAD (G),0000-00-00
MXIM-AV-1-12-324,Trovador,,,Adaptación de la norma ISAD (G),0000-00-00
MXIM-AV-1-12-325,La bestia,,,Adaptación de la norma ISAD (G),0000-00-00
MXIM-AV-1-12-326,La sombra del iceberg,,,Adaptación de la norma ISAD (G),0000-00-00
MXIM-AV-1-12-327,El caso Pinochet,,,Adaptación de la norma ISAD (G),0000-00-00
MXIM-AV-1-12-328,¿Quién soy yo? Los niños  encontrados de Argentina,,,Adaptación de la norma ISAD (G),0000-00-00
MXIM-AV-1-12-329,Hablemos del documental,,Úrsula Mares,Adaptación de la norma ISAD (G),2013-11-08
MXIM-AV-1-12-330,Los rollo perdidos de Pancho Villa,,Úrsula Mares,Adaptación de la norma ISAD (G),2012-12-03
MXIM-AV-1-12-331,Viviendo al límite,,             Elisa D. Espinosa,Adaptación de la norma ISAD (G),2014-05-23
MXIM-AV-1-12-332,The Corporatión,,Elisa D. Espinosa,Adaptación de la norma ISAD (G),2014-06-05
MXIM-AV-1-12-333,Las Cruces,,Elisa D. Espinosa,Adaptación de la norma ISAD (G),2014-06-05
MXIM-AV-1-12-334,Nicaragua,,Elisa D. Espinosa,Adaptación de la norma ISAD (G),2014-06-09
MXIM-AV-1-12-335,"Presentación del libro ""La fiesta del chivo"" en México ",,Elisa D. Espinosa,Adaptación de la norma ISAD (G),2014-06-09
MXIM-AV-1-12-336,Les premiers pas du cinéma- Un réve en couleur,,Elisa D. Espinosa,Adaptación de la norma ISAD (G),2014-06-10
MXIM-AV-1-12-337,Retour Flamme de 01,,Elisa D. Espinosa,Adaptación de la norma ISAD (G),2014-06-10
MXIM-AV-1-12-338,The fall of the Romanov dynasty,,Úrsula Mares/ Elisa Espinosa,Adaptación de la norma ISAD (G),2014-08-20
MXIM-AV-1-12-339,Rudos contra Técnicos,,Elisa D. Espinosa,Adaptación de la norma ISAD (G),2014-07-07
MXIM-AV-1-12-340,Pic-nic,,Elisa D. Espinosa,Adaptación de la norma ISAD (G),2014-07-08
MXIM-AV-1-12-341,Falamos de António Campos,,Elisa D. Espinosa,Adaptación de la norma ISAD (G),2014-07-10
MXIM-AV-1-12-342,Gandhi's Children,El documental se detiene en 2:15:39,Elisa D. Espinosa,Adaptación de la norma ISAD (G),2014-07-11
MXIM-AV-1-12-343,Obras Documentais de Jean Rouch ,,Elisa D. Espinosa,Adaptación de la norma ISAD (G),2014-07-11
MXIM-AV-1-12-344,Some Alien Creatures,,Elisa D. Espinosa,Adaptación de la norma ISAD (G),2014-08-14
MXIM-AV-1-12-345,O ´parque,,Elisa D. Espinosa,Adaptación de la norma ISAD (G),2014-08-29
MXIM-AV-1-12-346,Memórias do Cativeiro,,Elisa D. Espinosa,Adaptación de la norma ISAD (G),2014-09-08
MXIM-AV-1-12-347,"Jongos, Calangos e Folias",,Elisa D. Espinosa,Adaptación de la norma ISAD (G),2014-09-09
MXIM-AV-1-12-348,Versos e Cacetes,,Elisa D. Espinosa,Adaptación de la norma ISAD (G),2014-08-02
MXIM-AV-1-12-349,Rostros de la Antropología,,Elisa D. Espinosa,Adaptación de la norma ISAD (G),2014-11-26
MXIM-AV-1-12-350,La banda del automóvil gris,,Elisa D. Espinosa,Adaptación de la norma ISAD (G),2014-12-05
MXIM-AV-1-12-351,Mujeres de Pozuelos y El Pinar: existencias tzotziles al borde de una decisión cultural,,Elisa D. Espinosa,Adaptación de la norma ISAD (G),2014-12-08
MXIM-AV-1-12-352,El conocimiento hidráulico: una tradición milenaria en el México prehispánico,,Elisa D. Espinosa,Adaptación de la norma ISAD (G),2014-12-08
MXIM-AV-1-12-353,Historia Audiovisual de la Universidad Autonoma de la Ciudad de México,,Elisa D. Espinosa,Adaptación de la norma ISAD (G),2015-01-13
