"codigo_de_referencia","titulo_propio","titulo_paralelo","titulo_atribuido","titulo_de_serie","numero_de_programa","pais","fecha","duracion","investigacion","realizacion","direccion","guion","adaptacion","idea_original","fotografia","fotografia_fija","edicion","sonido_grabacion","sonido_edicion","musica_original","musicalizacion","voces","actores","animacion","otros_colaboradores"
"MXIM-AV-1-13-25","Nosotros… los otros. Educación y discriminación","","","Nosotros… los otros. El espejo de la discriminación","","México","2011","00:29:03","","","Víctor Ronquillo","","","","Armando López, Javier Contreras, Ramón Ríos, Moisés Díaz, José Manuel Barajas, Jaime Siller, Saul Nieto, Héctor Arreola","","Juan Carlos Vázquez","","Liliana Torres, Enrique Bolaños, Eduardo Flores, Rafael Navarro","","","","","","Interpretación de Lengua de señas mexicana: Laura Regis"
"MXIM-AV-1-13-26","Nosotros… los otros. Violencia y discriminación","","","Nosotros… los otros. El espejo de la discriminación","","México","2011","00:27:34","","","Víctor Ronquillo","","","","Armando López, Javier Contreras, Ramón Ríos, Moisés Díaz, José Manuel Barajas, Jaime Siller, Saul Nieto, Héctor Arreola","","Juan Carlos Vázquez","","Liliana Torres, Enrique Bolaños, Eduardo Flores, Rafael Navarro","","","","","","Interpretación de Lengua de señas mexicana: Laura Regis"
"MXIM-AV-1-13-27","Nosotros… los otros. Tolerancia","","","Nosotros… los otros. El espejo de la discriminación","","México","2011","00:27:54","","","Víctor Ronquillo","","","","Armando López, Javier Contreras, Ramón Ríos, Moisés Díaz, José Manuel Barajas, Jaime Siller, Saul Nieto, Héctor Arreola","","Juan Carlos Vázquez","","Liliana Torres, Enrique Bolaños, Eduardo Flores, Rafael Navarro","","","","","","Interpretación de Lengua de señas mexicana: Laura Regis"
"MXIM-AV-1-13-28","Nosotros… los otros. El color de la piel","","","Nosotros… los otros. El espejo de la discriminación","","México","2011","00:28:30","","","Víctor Ronquillo","","","","Armando López, Javier Contreras, Ramón Ríos, Moisés Díaz, José Manuel Barajas, Jaime Siller, Saul Nieto, Héctor Arreola","","Juan Carlos Vázquez","","Liliana Torres, Enrique Bolaños, Eduardo Flores, Rafael Navarro","","","","","","Interpretación de Lengua de señas mexicana: Laura Regis"
"MXIM-AV-1-13-29","Nosotros… los otros. Desarrollo humano","","","Nosotros… los otros. El espejo de la discriminación","","México","2011","00:28:30","","","Víctor Ronquillo","","","","Armando López, Javier Contreras, Ramón Ríos, Moisés Díaz, José Manuel Barajas, Jaime Siller, Saul Nieto, Héctor Arreola","","Juan Carlos Vázquez","","Liliana Torres, Enrique Bolaños, Eduardo Flores, Rafael Navarro","","","","","","Interpretación de Lengua de señas mexicana: Laura Regis"
"MXIM-AV-1-13-3","Nuestros viejos","","","Nosotros… los otros. El espejo de la discriminación","","México","2011","00:28:00","","","Víctor Ronquillo","","","","Armando López, Javier Contreras, Ramón Ríos, Moisés Díaz, José Manuel Barajas, Jaime Siller, Saul Nieto, Héctor Arreola","","Juan Carlos Vázquez","","Liliana Torres, Enrique Bolaños, Eduardo Flores, Rafael Navarro","","","","","","Interpretación de Lengua de señas mexicana: Laura Regis"
"MXIM-AV-1-13-30","Nosotros… los otros. Diversidad religiosa","","","Nosotros… los otros. El espejo de la discriminación","","México","2011","00:29:26","","","Víctor Ronquillo","","","","Armando López, Javier Contreras, Ramón Ríos, Moisés Díaz, José Manuel Barajas, Jaime Siller, Saul Nieto, Héctor Arreola","","Juan Carlos Vázquez","","Liliana Torres, Enrique Bolaños, Eduardo Flores, Rafael Navarro","","","","","","Interpretación de Lengua de señas mexicana: Laura Regis"
"MXIM-AV-1-13-31","Nosotros… los otros. Procesos sociales y discriminación","","","Nosotros… los otros. El espejo de la discriminación","","México","2011","00:27:49","","","Víctor Ronquillo","","","","Armando López, Javier Contreras, Ramón Ríos, Moisés Díaz, José Manuel Barajas, Jaime Siller, Saul Nieto, Héctor Arreola","","Juan Carlos Vázquez, Gorety Segura","","Liliana Torres, Enrique Bolaños, Eduardo Flores, Rafael Navarro","","","","","","Interpretación de Lengua de señas mexicana: Laura Regis"
"MXIM-AV-1-13-32","Nosotros… los otros. Futbol y discriminación","","","Nosotros… los otros. El espejo de la discriminación","","México","2011","00:27:56","","","Víctor Ronquillo","","","","Armando López, Javier Contreras, Ramón Ríos, Moisés Díaz, José Manuel Barajas, Jaime Siller, Saul Nieto, Héctor Arreola","","Juan Carlos Vázquez, Gorety Segura","","Liliana Torres, Enrique Bolaños, Eduardo Flores, Rafael Navarro","","","","","","Interpretación de Lengua de señas mexicana: Laura Regis"
"MXIM-AV-1-13-33","Toscanito, coleccionista de historias","","","","","México","2010","00:50:43","Gregorio Rocha, Basado en investigación de Ángel Miquel, Pablo Ortíz Monasterio, David Wood","Gregorio Rocha","Rocha Valverde, Gregorio Carlos","Rocha Valverde, Gregorio Carlos","","","","","Adriana Estrada, Andrés García Franco, Gregorio Rocha","","Edurdo Flores, Liliana Torres","José María Serralde","","Ricardo Ortíz, Gregorio Rocha","Marco Antonio Araujo","",""
"MXIM-AV-1-13-34","Ilha Grande em outros tempos","Ilha Grande en otros tiempos","","","","Brasil","2010","00:39:33","Myrian Sepúlveda dos Santos","Clarice E. Peixoto","","","","","Fabiene Gama","","Joao Gustavo M. De Barros","Silvia Aguiao Rodrigues, Fabiana Rocha","","","","","","",""
"MXIM-AV-1-13-35","O desejo do saber, 100 anos da Universidade de Lisboa","El deseo de saber, 100 años de la universidad de Lisboa","","","","Portugal","2011","01:00:00","Maria Ribeiro Soares","Catarina Alves Costa","","","","","André Santos","","Pedro Duarte","Marco Leao","","","","Catarina Alves Costa","","",""
"MXIM-AV-1-13-36","La maleta mexicana","","","","","México, España","2011","01:26:00","","Trisha Ziff","","Trisha Ziff","","","Claudio Rocha","","Luis López, Paloma Carrillo, Bernat Aragonés","","","Michael Nyman, Gerard Pastor","","","","",""
"MXIM-AV-1-13-37","Huapango totonaco: herencia de los abuelos, préstamo de Dios","","","","","México","2012","00:59:00","Úrsula Mares Figueras","Úrsula Mares Figueras","","","","","Úrsula Mares Figueras","","Úrsula Mares Figueras","","","","","","","",""
"MXIM-AV-1-13-38","Mira mi voz","","","","","México","2010","00:55:23","","Julieta Cuevas Parras","","","","","Julieta Cuevas Parras, Susana Vázquez García","Carloina Cuevas Parra","Julieta Cuevas Parras, Miguel Trancozo Treviño","","","","Eduardo A. Velázquez Colina","","","",""
"MXIM-AV-1-13-39","Falamos de António Campos","Hablemos de Antonio Campos, Let´s talk about António Campos","","","","Portugal","2010","01:00:53","Lurdes Taborda","Catarina Alves Costa","","","","","Pedro Palva, Carlos Isaac","","Pedro Duarte","Olivier Blanc","Tiago Matos","","","","","","Traducción al inglés: Christian Campeau"
"MXIM-AV-1-13-4","Vivir con VIH/SIDA","","","Nosotros… los otros. El espejo de la discriminación","","México","2011","00:25:00","","","Víctor Ronquillo","","","","Armando López, Javier Contreras, Ramón Ríos, Moisés Díaz, José Manuel Barajas, Jaime Siller, Saul Nieto, Héctor Arreola","","Juan Carlos Vázquez","","Liliana Torres, Enrique Bolaños, Eduardo Flores, Rafael Navarro","","","","","","Interpretación de Lengua de señas mexicana: Laura Regis"
"MXIM-AV-1-13-40","Las manos en la tierra","","","","","Uruguay","2010","00:52:00","","Virginia Martínez","","Gonzálo Arijón, Virginia Martínez","","","Christian Quijano","","Federico de la Rosa","Álvaro Mechoso, Álvaro Rivero","","Herman Klang","","","","",""
"MXIM-AV-1-13-41","Un día con San Judas","","","","","México","2010","01:09:00","Úrsula Mares Figueras","Úrsula Mares Figueras","","","","","Úrsula Mares Figueras","","Úrsula Mares Figueras","","","","","","","",""
"MXIM-AV-1-13-42","Five broken cameras","Cinco cámaras rotas","","","","Palestina","2011","01:30:00","","Emad Burnat, Guy Davidi","","","","","Emad Burnat","","Véronique Lagoarde-Ségot, Guy Davidi","","Amélie Canini","Le Trio Joubran","","","","",""
"MXIM-AV-1-13-43","Tijuaneados anónimos: una lágrima, una sonrisa","","","","","México","2010","01:19:00","","Ana Paola Rodriguez, José Figueroa","","","","","Sebastián Díaz, José Luis Figueroa, Juan Eduardo Navarrete","David Figueroa, Omar Martínez","Sebastián Díaz, Ana Paula Rodríguez, José Luis Figueroa","Omar Foglio Almada, Miguel Ángel Álvarez","José Luis Izabal","Phill Beaumont","","","","Miguel Ambriz Lucio",""
"MXIM-AV-1-13-44","Axotla, Pueblo vivo","","","","","México","2012","00:56:33","","Miguel Ángel Alemán Torres","","","","","","","","","","","","","","",""
"MXIM-AV-1-13-45","Sones de los abuelos Huehuetla, Puebla. Según el conocimiento de Don Francisco García García","","","","","México","2012","00:25:19","Úrsula Mares Figueras","Úrsula Mares Figueras y Martín Díaz Vázquez","","","","Martín Díaz Vázquez","Eric Moncada González","Gabriela Torres Freyermuth","Carlos Hernández Marines, Felipe Morales Leal","María José Villaseñor","María José Villaseñor","Interpretación sones de los abuelos: Violín: Francisco García; Jarana: Lázaro García Hernández; Guitarra: Francisco G. García Hernández","","","","","Coproducción con: Producciones La Cecilia y el Laboratorio Audiovisual del CIESAS, y el apoyo del Laboratorio Audiovisual de Investigación Social (LAIS); Traducción e interpretación: Marcos Juárez de Gante"
"MXIM-AV-1-13-46-1","El secreto del alcohol","","","Antropovisiones","Disco 1","México","1999","00:30:00","Asistente de investigación: Myriam de la Parra Arellano","","Eduardo Maldonado","","","Victoria Novelo","Alejandro Orendain, TV UNAM","","Mario Alberto Vélez Sánchez","","Leonardo Campos","Andrés Loewe, Jacobo Lieberman","","","","",""
"MXIM-AV-1-13-46-2","La calle de los niños","","","Antropovisiones","Disco 1","México","2000","00:28:43","Luis Enrique Hernández","","Ana Luisa Montes de Oca, Alberto Nulman M.","","","","Ana Luisa Montes de Oca, Alberto Nulman M.","","Ana Luisa Montes de Oca, Alberto Nulman M.","","Sonido directo Manuel Trujillo","WACO, TEXAS. DIG","","","","",""
"MXIM-AV-1-13-46-3","El yalcalteco nunca se acaba","","","Antropovisiones","Disco 2","México","2000-2001","00:29:00","","Alejandro Aguilar Zafra","","Victoria Novelo","","","Pedro Castillo y Hugo Díaz, Publicorp","Julio de la Fuente Yalalag","Pepé Olguin","Sonido directo: Alberto Muñoz, Publicorp","","","","","","",""
"MXIM-AV-1-13-46-4","Camaristas. Autorretratos indígenas","","","Antropovisiones","Disco 2","México","2001","00:00:00","","Andrés Villa","","Andrés Villa","","","Jesús González","","","Mario Hernández, CEUVIDITE","Mario Hernández, CEUVIDITE","Ajax Isais y Davide Nicolini, CEUVIDITE","","","","Oscar Zúñiga Carrasco",""
"MXIM-AV-1-13-46-5","Artes y oficios mexicanos","","","Antropovisiones","Disco 2","México","2000","00:00:00","Victoria Novelo","","Mario Hernández B","Silvia Arellano","","","Bogar Rodríguez López","","Mario Hernández","","","Carlos Lupe Méndez","","","","Oscar Zúñiga Carrasco",""
"MXIM-AV-1-13-46-6","Historias de gente grande","","","Antropovisiones","Disco 3","México","2001","00:28:00","Felipe Vázquez Palacios, CIESAS-GOLFO","Andrés Villa Aldaco","","","","","","","Miguel Macías, CEUVIDITE","Miguel Macías, CEUVIDITE","","","","","","Oscar Zúñiga Carrasco, CEUVIDITE",""
"MXIM-AV-1-13-46-7","Lacandona, medio siglo de sueños","","","Antropovisiones","Disco 3","México","2001","00:00:00","Jan de Vos","Andrés Villa","","Andrés Villa, Victoria Novelo","","","Jesús González","","Andrés Villa","Mario Hernández","","Ajax Isais, Davide Nicolini","","","","Oscar Zúñiga Carrasco",""
"MXIM-AV-1-13-46-8","Mexicanerías, La construcción del méxico tipico","","","Antropovisiones","Disco 4","México","2009","00:27:00","Ricardo Pérez Montfort","","Andrés Villa, Victoria Novelo","Andrés Villa, Victoria Novelo","","Victoria Novelo","Andrés Villa","","Jorge Urzúa","Jorge Urzúa","","","Mariachi Marmolejo","","","","Traducción al inglés: Murr Traducciones, Karla Sánchez Domínguez"
"MXIM-AV-1-13-46-9","Trabajo de campo en tiempos violentos","","","Antropovisiones","Disco 4","México","2011","00:52:00","","","Andrés Villa, Victoria Novelo","Andrés Villa, Victoria Novelo","","","Carlos Cárdenas","","Jorge Urzúa Ortiz","Jorge Urzúa Ortiz","","Fernando Sandoval","","","","Simbiosis Estudio de Diseño",""
"MXIM-AV-1-13-47","Passados Presentes","Pasados presentes","","Coletầnea LABHOI UFF","Disco 4","Brasil","2011","00:43:00","Hebe Mattos y Martha Abreu, Patrícia Brandâo Couto, Thiago Campos Pessoa","","Hebe Mattos, Martha Abreu","Hebe Mattos, Martha Abreu e Isabel Castro","","","Guillermo Fernández. Cámara adicional: Giban Luiz y Thiago Campos persona","","Isabel Castro","Sonido directo: Helio Leite y Gilciano Menezes","","","","","","",""
"MXIM-AV-1-13-48","Sobre Rieles","","","","","México","2012","00:16:00","","Laura Romero Gómez","","","","","","Max Juárez, Filmoteca UNAM, Museo de los Ferrocarrileros","Laura Hernández Arévalo","","","Corrido Máquina 501, los Alegres de Terán, Train in Vain The Clash","Oídos de Acero, Zael Ortega","","","","Erick Chiney Tapia, Asistente de Edición"
"MXIM-AV-1-13-49","Las Mujeres Sistemales","","","","","México","2012","00:52:00","Salvador Zarco Flores","Hena Crolina Velázquez V.","","","","","","Mercedes Perelló Vals, Salvador Zarco Flores","","","","","","","","","Diseño de Portada Iván Ángeles Mendoza"
"MXIM-AV-1-13-5","Migrantes","","","Nosotros… los otros. El espejo de la discriminación","","México","2011","00:28:00","","","Víctor Ronquillo","","","","Armando López, Javier Contreras, Ramón Ríos, Moisés Díaz, José Manuel Barajas, Jaime Siller, Saul Nieto, Héctor Arreola","","Juan Carlos Vázquez","","Liliana Torres, Enrique Bolaños, Eduardo Flores, Rafael Navarro","","","","","","Interpretación de Lengua de señas mexicana: Laura Regis"
"MXIM-AV-1-13-6","Discapacidad","","","Nosotros… los otros. El espejo de la discriminación","","México","2011","00:28:31","","","Víctor Ronquillo","","","","Armando López, Javier Contreras, Ramón Ríos, Moisés Díaz, José Manuel Barajas, Jaime Siller, Saul Nieto, Héctor Arreola","","Juan Carlos Vázquez","","Liliana Torres, Enrique Bolaños, Eduardo Flores, Rafael Navarro","","","","","","Interpretación de Lengua de señas mexicana: Laura Regis"
"MXIM-AV-1-13-7","Nosotros… los otros. Mujeres","","","Nosotros… los otros. El espejo de la discriminación","","México","2011","00:29:40","","","Víctor Ronquillo","","","","Armando López, Javier Contreras, Ramón Ríos, Moisés Díaz, José Manuel Barajas, Jaime Siller, Saul Nieto, Héctor Arreola","","Juan Carlos Vázquez","","Liliana Torres, Enrique Bolaños, Eduardo Flores, Rafael Navarro","","","","","","Interpretación de Lengua de señas mexicana: Laura Regis"
"MXIM-AV-1-13-8","Nosotros… los otros. Trabajadoras del hogar","","","Nosotros… los otros. El espejo de la discriminación","","México","2011","00:29:16","","","Víctor Ronquillo","","","","Armando López, Javier Contreras, Ramón Ríos, Moisés Díaz, José Manuel Barajas, Jaime Siller, Saul Nieto, Héctor Arreola","","Juan Carlos Vázquez","","Liliana Torres, Enrique Bolaños, Eduardo Flores, Rafael Navarro","","","","","","Interpretación de Lengua de señas mexicana: Laura Regis"
"MXIM-AV-1-13-9","Nosotros… los otros. Espacios de la discriminación","","","Nosotros… los otros. El espejo de la discriminación","","México","2011","00:28:45","","","Víctor Ronquillo","","","","Armando López, Javier Contreras, Ramón Ríos, Moisés Díaz, José Manuel Barajas, Jaime Siller, Saul Nieto, Héctor Arreola","","Juan Carlos Vázquez","","Liliana Torres, Enrique Bolaños, Eduardo Flores, Rafael Navarro","","","","","","Interpretación de Lengua de señas mexicana: Laura Regis"
"MXIM-AV-1-4-1","Chelovek kinoapparatom","El hombre de la cámara","","","","Unión Soviética","1929","01:05:45","","Dziga Vertov","","Dziga Vertov","","","Mikhail Kaufman","","Elizaveta Svilova","","","","","","","",""
"MXIM-AV-1-4-2","Drifters","Pescadores a la Deriva ","","","","Reino Unido","1929","00:50:00","","John Grierson","","","","","Basil Emmott","","John Grierson","","","","","","","",""
"MXIM-AV-1-4-3","Kino-Glaz","Cine-Ojo, Kino-Eye","","","","Unión Soviética","1924","01:38:00","","Dziga Vertov","","","","","Mikhail Kaufman","","","","","","","","","",""
"MXIM-AV-1-4-4","Nanook of the north A story of life and love in the actual Artic","Nanook del norte Una historia de vida y amor in el Artico actual, Nanook el esquimal,","","","","Estados Unidos","1922","01:18:16","","Robert J. Flaherty","","Robert J. Flaherty","","","Robert J. Flaherty","","Charles Gelb, Robert J. Flaherty","","","Timothy Brock","","","","","Ayudante de dirección: Thierry Mallet"
"MXIM-AV-1-4-5","Nogent, eldorado du dimanche","Nogent, paraíso de domingo","","","","Francia","1929","00:15:00","","Marcel Carné","","","","","Marcel Carné","","","","","Bernard Gerard (música añadida en 1968)","Hortensia","","","","Michel Sanvoisin"
"MXIM-AV-1-4-6","Regen","Lluvia, Rain, La Pluie","","","","Holanda","1929","00:11:00","","Joris Ivens, Mannus H. K. Franken","","Joris Ivens, Mannus H. K. Franken","","","Joris Ivens","","Joris Ivens","","","","","","","",""
"MXIM-AV-1-4-7","Padenie dinastii Romanovykh","La caída de la dinastía Romanov, The fall of the Romanov dynasty","","","","URSS","1927","02:41:21","","","Esther Shub","","","","","","","","","","","","","",""
"MXIM-AV-1-5-1","Á propos de Nice","A propósito de Niza","","","","Francia","1930","00:21:40","","Jean Vigo","","Jean Vigo","","","Boris Kaufman","","","","","","","","","",""
"MXIM-AV-1-5-10","The spanish earth","Tierra española, un documental sobre la Guerra Civil","","","","Estados Unidos, Holanda","1937","00:52:32","","Joris Ivens","","John Dos Passos, Ernest Hemingway","","","John Ferno","","Helen Van Dongen","Irving Reis","Western Electric, Film Art Studios, Época videoediciones S.R.L","","Marc Blitzstein, Virgil Thomson","","Orson Welles, José Díaz, Dolores Ibarruri, Enrique Lister, Commander Martinez de Aragón, Gustav Regler","","Comentario: Ernest Hemingway, Narración: Orson Welles, Adaptación a español: Prudencia de Pereda"
"MXIM-AV-1-5-11","Tri pesni o Lénine","Tres cantos a Lenin, Three songs about Lenin","","","","Unión Soviética","1934","00:57:00","","Dziga Vertov","","","E. Svilova, Vertova, I. Kopalin, S. Pumpyanskaya","","Dimitry Surensky, Mark Magidson, Betsion Monastyrsky","","","Shtro","","Yuri Shaporin","","","","",""
"MXIM-AV-1-5-12","Transfer of power. The history of the toothed wheel","La transferencia del poder. La historia del engrane","","","","Inglaterra","1939","00:20:00","","Geoffrey Bell","","","","","Sydney Beadle","","","A. Birch","","","","","","Francis Rodker",""
"MXIM-AV-1-5-13","Un pioniere del cinema scientifico. Roberto Omegna 1876-1948","Un pionero del cine científico, Roberto Omegna 1876-1948","","","","Italia","1939","00:44:57","","","","","","","","","Maria Schettino","","","","Franco Potenza","","","",""
"MXIM-AV-1-5-14","Fiestas cristianas y fiestas profanas","Semana Santa en Lorca, Semana Santa en Murcia y Cartagena, Fiestas de Primavera en Murcia","","","","España","1934-1935","00:50:50","","José Del Val","","","","","José Val del Omar","","José Val del Omar","","","","","","","","Ayudante de rodaje: Cristobal Simancas"
"MXIM-AV-1-5-16","Barong-Kèkèt-Tanz auf Bali","Danza Barong-Keket en Bali, Barong Kèkèt Dance on Bali","","","","Alemania","1938","00:01:40","Victor Von Plessen, Hilda Hedenus","Victor Von Plessen","","","","","","","","","","","","","","",""
"MXIM-AV-1-5-2","Coal Face","Cara de carbón","","","","Reino Unido","1935","00:11:00","","","Alberto Cavalcanti","","","","","","William Coldstream","B.A. Pawley","Visatone-Marconi","Benjamín Britten","","","","",""
"MXIM-AV-1-5-3","Triumph des willens","El triunfo de la voluntad","","Trilogía de Núremberg","","Alemania","1934","01:54:00","","Leni Riefenstahl","","Leni Riefenstahl, Walter Ruttmann","","","","","","","","Herbert Windt, Richard Wagner","","","","",""
"MXIM-AV-1-5-4","Housing Problems","Problemas caseros","","","","Inglaterra","1935","00:15:00","","Arthur Elton, E.H. Anstey","","","","","John Taylor","","","York Scarlet","","","","","","",""
"MXIM-AV-1-5-5","La natation par Jean Taris champion de France","Taris, rey del agua, Taris, roi de léau","","","","Francia","1931","00:10:00","","Jean Vigo","","Jean Vigo","","","Boris Kaufman","","Jean Vigo","","","","","","Jean Taris","","Asistente: Ary Sadoul"
"MXIM-AV-1-5-6","Las hurdes","Tierra sin pan","","","","España","1932","00:28:27","Maurice Legendre","Luis Buñuel","","Julio Acin, Luis Buñuel, Pierre Urik"," ","","Eli Lotar","","Luis Buñuel","","","","Darius Milhaud","Abel Jacquin","","","Pierre Unik, Sanchez Ventura"
"MXIM-AV-1-5-7","Night Mail","Correo nocturno","","","","Reino Unido","1936","00:25:00","","Harry Watt, Basil Wright","","","","","Excmo Fowle, Jonah Jones","","Basil Wright, RQ McNaughton","Cavalcanti Auden Brtitten","Pawley & Sullivan","","Benjamin Britten","","","","Escrito: WH Auden, Sonido: Alberto Cavalcanti, Narrador: John Grierson"
"MXIM-AV-1-5-8","The Plow That Broke the Plains","El arado que irrumpió en los llanos","","","","Estados Unidos","1936","00:25:00","Pare Lorentz, John Franklin Carter Jr.","Pare Lorentz","","Pare Lorentz","","","Ralph Steiner, Paul Ivano, Paul Strand, Leo T. Hurwitz","","","","Joseph Kane","Virgil Thomson, Alexander Smallens","","Thomas Chalmers","","","Editor de investigación (verificador de datos): Leo Zochling."
"MXIM-AV-1-5-9","The river","El río","","","","Estados Unidos","1937","00:31:00","Pare Lorentz","Pare Lorentz","","Pare Lorentz","","","Floyd Crosbt, Stacy Woodard, Willard Van Dyke","","Leo Zochling, Lloyd Noster","","","Compositor: Virgil Thomson, Conductor: Alexander Smallens","","Thomas Chalmers","","","Editor de investigación: A.A.Mercey, Técnico de sonido: Al Dillinger"
"MXIM-AV-1-6-1","A diary for Timothy","Un diario para Timothy","","","","Inglaterra","1945","00:40:00","","Humphrey Jennings","","E.M. Foster","","","Fred Gamage","","Supervisor de edición: Alan Osbiston","","","Composición: Richard Addinsell, Interpretación: London Symphony Orchestra, Conducción: Muir Mathieson","","Michael Redgrane","","",""
"MXIM-AV-1-6-10","Van Gogh","","","","","Francia","1948","00:18:00","","Alain Resnais","Gastón Diehl, Robert Hessems","Gastón Diehl,  Robert Hessems","","","Henri Ferrand","","","","Studios Saint Maurice","Jacques Besse","","Claude Dauphin","","","Efectos especiales: Ferrand."
"MXIM-AV-1-6-11","Words for battle","Palabras para la batalla","","","","Reino Unido","1941","00:08:00","","Humphrey Jennings","","Humphrey Jennings","","Humphrey Jennings","","","Stewart McAllister","","","","","Laurence Olivier","","",""
"MXIM-AV-1-6-12","Cine Mundial: revista fílmica","","","","","México","1959","00:07:00","","José Alameda","Fabian Arnaud Jr., Ruden G. Chacón","Enrique Rosado","","","","","Xavier Rojas L.","Rivaton de América","","","","José Alameda, Jorge \"Che\" Reyes","","",""
"MXIM-AV-1-6-13","México hacia el futuro","","","","","México","1948 -1949","00:19:18","Elisa Vejar","","","","","","","","Federico Landeros","Enrique L. Rendón","","","","Genaro Hurtado","","",""
"MXIM-AV-1-6-2","Farrebique ou Les quatre saisons","Farrebique o Las cuatro estaciones","","","","Francia","1946","01:30:00","","Georges Rouquier","Jaqueline Jacoupy","Georges Rouquier","","C. Blanchard","Director de fotografía: André A. Dantan, Asistente de fotografía: Marcel Fradetal y Jean Jacques Rebuffat","","Director de edición: Madeleine Gug, Edición: Renée Varlet","René Lecuyer","Roger Desormiere, Orquesta del Conservatorio","Henri Sauget","","","","Daniel Sarrade, Asistente de animación: Maurice Delille",""
"MXIM-AV-1-6-3","ICA - Nace una ciudad. Centro urbano Miguel Alemán 1947-1949","","","","","México","1949","00:11:00","","Luis Manjarrez","","","","","Antonio Reynoso","","F. Landeros","","","","","Fernando Marcos","","",""
"MXIM-AV-1-6-4","Le chaudronnier","El calderero","","","","Francia","1949","00:23:00","","Georges Rouquier","","","","","Marcel Fradetal, Asistente: Henri Champion","","Monique Rosseau","Studios Marignan Laboratoires Eclair","","Guy Bernard","","","","D. y H. Sarrade","Asistente: Pierre Gout, Monataje: Monique Rosseau"
"MXIM-AV-1-6-5","Le Tonnelier","El Tonelero","","","","Francia","1942","00:22:00","","Georges Rouquier","","","","","","","","","","Composición: Henri Sauget, Dirección: Roger Desormière","","Georges Rouquier","","Henri Sarrade",""
"MXIM-AV-1-6-6","Le sang des bêtes","La sangre de las bestias, Blood of the beasts","","","","Francia","1949","00:20:00","","Georges Franju","","","","","Director de fotografía: Marcel Fradetal, Asistente de fotografía: Henri champion","","André Joseph, Asistente de edición: Julien Bonardier","Director de sonido: Raymond Verchère","","Joseph Kosma","","Jean Painlené, Georges Hubert, Nicole Ladmiral","","",""
"MXIM-AV-1-6-7","Listen to Britain","Escucha a Bretaña","","","","Reino Unido","1942","00:20:00","","Humphrey Jennings, Stewart McAlliester","","","","","H.E. Fowle","","Humphrey Jennings, Stewart McAlliester","","","","","","","","Asistente de dirección: Joe Mendoza, Prologo: Leonard Brockington"
"MXIM-AV-1-6-8","London can take it!","Londres puede soportarlo, Londres resiste","","","","Reino Unido","1940","00:09:00","","Humphrey Jennings, Harry Watt","","","","","","","","","","","","Quentin Reynolds","","",""
"MXIM-AV-1-6-9","México durante el siglo XIX","","","","","México","1800-1899","00:06:57","","Carlos Denegri","","I. de Negri","","","Antonio Telles","","Gustavo Merino","Rivaton de América","","","","Leonel de Cervantes","","","Gustavo Merino, Antonio Telles, Leonel de Cervantes"
"MXIM-AV-1-7-1","Toute la memoire du monde","Toda la memoria del mundo","","","","Francia","1956","00:21:00","","Alain Resnais","","Remo Forlani","","","Ghislain Cloquet","","Laboratorio Eclair","","Studios Marignan","Maurice Jarre","","Jacques Dumesnil","","","Director de Orquesta: Georges Delerue"
"MXIM-AV-1-7-10","We are the Lambeth Boys","Nosotros somos los chicos de Lambeth","","Look at Britain","2","Gran Bretaña","1958","00:53:00","","","Karel Reisz","","","","Walter Lassally","","John Fletcher","","","Johnny Dankworth, interpretada por la Johnny Dankworth Orchestra","","Jon Rollason","","",""
"MXIM-AV-1-7-11","Guernica","","","","","Francia","1950","00:13:11","","Alain Resnais, Robert Hessens","","","","","","","","","","Guy Bernard","","Maria Casares, Jacques Pruvost","","",""
"MXIM-AV-1-7-12","Le chant du styrene","El canto del estireno. O canto do Estireno","O canto do Estireno","","","Francia","1958","00:19:00","","Alain Resnais","","Raymond Queneau","","","Sacha Vierny","","","","","Pierre Barbaud","","Pierre Dux","","",""
"MXIM-AV-1-7-2","Every day except Christmas","Todos los días excepto Navidad","","Look at Britain","1","Reino Unido","1957","00:38:00","","","Lindsay Anderson","","","","Walter Lassally","","","John Fletcher","John Fletcher","Daniel Paris","","Alun Owen","","",""
"MXIM-AV-1-7-3","Inchiesta Alimentare a Rofrano ","Encuesta alimenticia en Rofrano","","","","Italia","1954","00:10:00","Prof. Sabato Visco","Virgilio Tossi","Virgilio Tossi","","Jean Gruault","","Libio Bartoli","","","","","","Luce","","","",""
"MXIM-AV-1-7-4","J'ai fait un beau voyage","Hice un hermoso viaje","","","","Francia","1959","00:27:24","","Roberto Rossellini","","Roberto Rossellini","","","Aldo Tonti","","Etienne Lalou, Roberto Rossellini","Pierre Poulteau","","","","","","",""
"MXIM-AV-1-7-5","Les Maitres fous","Los amos locos, The mad masters, Os mestres loucos","","","","Francia","1955","00:36:00","","Jean Rouch","","","","","","","Suzanne Baron","Damouré Zika e Ibrahima Dia","","","","","","",""
"MXIM-AV-1-7-6","Mammy Water","Mami agua, Mamy Wata","","","","Francia","1953","00:18:00","","Jean Rouch","","","","","","","Philippe Luzuy","Damoure et Lam","","","Ingeniero de sonido: André Cotin","","","",""
